Location	Coarse	Coarse.1stMention	Region	Decade	Freq	N	E
Набатово. IN: Нижегородская область	Нижегородская область	Нижегородская область	Нижний Новгород	1921	1	56.483333	44.533333
Владикавказ	Владикавказ	Владикавказ	Осетия	1911	1	43.016667	44.683333
Владикавказ	Владикавказ	Владикавказ	Осетия	1921	1	43.016667	44.683333
Цахкадзор	Цахкадзор	Цахкадзор	Армения	1941	1	40.533333	44.720556
Тбилиси	Тбилиси	Тбилиси	Грузия	1821	1	41.716667	44.8
Тбилиси	Тбилиси	Тбилиси	Грузия	1841	1	41.716667	44.8
Тбилиси	Тбилиси	Тбилиси	Грузия	1871	1	41.716667	44.8
Тбилиси	Тбилиси	Тбилиси	Грузия	1911	2	41.716667	44.8
Тбилиси	Тбилиси	Тбилиси	Грузия	1921	5	41.716667	44.8
Тбилиси	Тбилиси	Тбилиси	Грузия	1931	1	41.716667	44.8
Тбилиси	Тбилиси	Тбилиси	Грузия	2_decades	1	41.716667	44.8
Пенза. Самара. Уфа	Пенза. Самара. Уфа	Пенза	Пенза	1921	1	53.1950705	44.8901936
Васильсурск	Васильсурск	Васильсурск	Нижний Новгород	1901	1	56.1275	46.007222
Гянджа	Гянджа	Гянджа	Азербайджан	1911	1	40.682778	46.360556
Демьяново	Демьяново	Демьяново	Киров	1911	1	60.35	47.1
Махачкала	Махачкала	Махачкала	Дагестан	1911	1	42.966667	47.483333
Волга	Волга	Волга	Волга	1891	1	51.34529	45.895821
Нижняя Волга	Нижняя Волга	Нижняя Волга	Астрахань	1921	1	45.6972	47.8625
Ульяновск	Ульяновск	Ульяновск	Ульяновск	1881	1	54.316667	48.366667
Казань	Казань	Казань	Казань	1801	1	55.790833	49.114444
Казань	Казань	Казань	Казань	1911	2	55.790833	49.114444
Кура	Кура	Кура	Грузия	1911	1	39.286389	49.427778
Безенчук. Самара	Безенчук. Самара	Безенчук	Самара	1871	1	52.981823	49.435871
Баку	Баку	Баку	Азербайджан	1911	2	40.366656	49.835183
Баку	Баку	Баку	Азербайджан	1921	5	40.366656	49.835183
Каспийское море. Волга	Каспийское море. Волга	Каспийское море	Азербайджан	1921	1	40.3728783	49.8549078
Каспийское море. Волга. Петербург	Каспийское море. Волга. Петербург	Каспийское море	Азербайджан	2_decades	1	40.3728783	49.8549078
Кама	Кама	Кама	Поволжье	1881	1	55.363889	49.997778
Поволжье	Поволжье	Поволжье	Поволжье	1911	1	55	50
Самара	Самара	Самара	Самара	1881	1	53.183333	50.116667
ГБУЗ "Самарский областной клинический противотуберкулёзный диспансер". IN: Самара	Самара	Самара	Самара	1911	1	53.183333	50.116667
Богородское. IN: Кинель-Черкасский район, Самарская область	Богородское	Богородское	Самара	1841	1	53.6329367	51.1506654
Усть-Цильма	Усть-Цильма	Усть-Цильма	Коми	1901	1	65.433889	52.150833
Соль-Илецк	Соль-Илецк	Соль-Илецк	Оренбург	1821	1	51.166667	54.983333
Чебенли	Чебенли	Чебенли	Башкирия	1901	4	53.865278	55.005
Чусовая	Чусовая	Чусовая	Пермь	1911	1	58.16	56.3817
Красное. IN: Бусский район, Львовская область	Красное	Красное	Украина, Львов	1911	1	49.9163197	24.6002342
Челябинская область	Челябинская область	Челябинская область	Челябинск	1901	1	54.53333	60.33333
Екатеринбург	Екатеринбург	Екатеринбург	Екатеринбург	1941	3	56.833333	60.583333
Екатеринбург. Переделкино	Екатеринбург. Переделкино	Екатеринбург	Екатеринбург	1941	1	56.833333	60.583333
Курган	Курган	Курган	Курган	1891	5	55.441606	65.344316
Казахстан	Казахстан	Казахстан	Казахстан	1931	1	48.95	66.233333
Казахстан	Казахстан	Казахстан	Казахстан	1951	2	48.95	66.233333
Казахстан	Казахстан	Казахстан	Казахстан	1961	1	48.95	66.233333
Самарканд. Ашхабад	Самарканд. Ашхабад	Самарканд	Узбекистан	1941	1	39.6406038	66.8274579
Акмолинская область	Акмолинская область	Акмолинская область	Казахстан	1951	1	52	69
Ташкент	Ташкент	Ташкент	Узбекистан	1941	44	41.3	69.266667
Ташкент	Ташкент	Ташкент	Узбекистан	1951	3	41.3	69.266667
Ташкент (from date)	Ташкент	Ташкент	Узбекистан	1871	11	41.3	69.266667
Ташкент (from date)	Ташкент	Ташкент	Узбекистан	1921	3	41.3	69.266667
Ташкент (from date)	Ташкент	Ташкент	Узбекистан	1941	3	41.3	69.266667
Ташкент (from date)	Ташкент	Ташкент	Узбекистан	1951	1	41.3	69.266667
Шейхантаурское кладбище. IN: Ташкент	Ташкент	Ташкент	Узбекистан	1921	1	41.3	69.266667
Ташкент. Москва	Ташкент. Москва	Ташкент	Узбекистан	1941	3	41.3	69.266667
Ташкент. Париж	Ташкент. Париж	Ташкент	Узбекистан	1901	1	41.3	69.266667
Шымкент	Шымкент	Шымкент	Казахстан	1931	1	42.3	69.6
Бурабай. IN: Акмолинская область	Бурабай	Бурабай	Казахстан	1951	1	53.082353	70.306879
Кзыл-Ту	Кзыл-Ту	Кзыл-Ту	Казахстан	1951	1	53.64718	72.3592561
Омск	Омск	Омск	Омск	1921	1	54.966667	73.383333
Омск	Омск	Омск	Омск	1931	1	54.966667	73.383333
Павлодар	Павлодар	Павлодар	Казахстан	1851	6	52.315556	76.956389
Павлодар	Павлодар	Павлодар	Казахстан	1921	25	52.315556	76.956389
Павлодар	Павлодар	Павлодар	Казахстан	1951	1	52.315556	76.956389
Павлодар	Павлодар	Павлодар	Казахстан	1961	1	52.315556	76.956389
Павлодар (from date)	Павлодар	Павлодар	Казахстан	1851	1	52.315556	76.956389
Павлодар. Семипалатинск	Павлодар. Семипалатинск	Павлодар	Казахстан	1921	1	52.315556	76.956389
Усть-Каменогорск	Усть-Каменогорск	Усть-Каменогорск	Казахстан	1791	1	49.95	82.616667
Барнаул	Барнаул	Барнаул	Алтай	1951	1	53.347361	83.778333
Улькен-Нарын	Улькен-Нарын	Улькен-Нарын	Казахстан	1921	1	49.212131	84.511514
Томск	Томск	Томск	Томск	1911	2	56.488611	84.952222
Пароход на Ангаре	Пароход на Ангаре	Ангара	Иркутск	1951	1	58.1	93
Монголия. Москва	Монголия. Москва	Монголия	Монголия	2_decades	1	46.5253706	94.8249032
Сибирь	Сибирь	Сибирь	Сибирь	1921	1	61.833045	96.962463
Братск	Братск	Братск	Иркутск	1951	1	56.116667	101.6
Иркутск	Иркутск	Иркутск	Иркутск	1951	2	52.283333	104.3
Иркутск. Москва	Иркутск. Москва	Иркутск	Иркутск	1921	1	52.283333	104.3
Вьетнам	Вьетнам	Вьетнам	Вьетнам	1951	1	14.033333	107.9
Вьетнам. Москва	Вьетнам. Москва	Вьетнам	Вьетнам	2_decades	1	14.033333	107.9
Чита	Чита	Чита	Чита	1921	1	52.033333	113.5
Акатуй	Акатуй	Акатуй	Забайкальский край	1881	2	51.0344926	117.7681405
Акатуй	Акатуй	Акатуй	Забайкальский край	1891	6	51.0344926	117.7681405
Кара	Кара	Кара	Забайкальский край	1881	1	52.823338	118.582037
Кадая. IN: Забайкальский край	Кадая	Кадая	Забайкальский край	1891	2	50.933612	119.291652
Далянь	Далянь	Далянь	Китай	1901	1	38.920833	121.639167
Владивосток	Владивосток	Владивосток	Владивосток	1911	1	43.116667	131.9
Владивосток	Владивосток	Владивосток	Владивосток	1921	2	43.116667	131.9
Владивосток. Тяньцзинь	Владивосток. Тяньцзинь	Владивосток	Владивосток	2_decades	1	43.116667	131.9
Владивосток. Хабаровск	Владивосток. Хабаровск	Владивосток	Владивосток	1921	1	43.116667	131.9
Эносима	Эносима	Эносима	Япония	1921	1	35.299722	139.480278
Иокогама. IN: Япония	Иокогама	Иокогама	Япония	1921	3	41.0497	141.253368
Пролив Лаперуза	Пролив Лаперуза	Пролив Лаперуза	Дальний Восток	1931	1	45.722222	142.026667
Охотское море	Охотское море	Охотское море	Дальний Восток	1931	1	54.268611	148.557222
